street,num_opponents,pot_bb,facing_bet_bb,effective_stack_bb,allow_bluffs,equity,pot_odds,action
flop,3,6.72,7.56,138.66,0,0.08125,0.529412,FOLD
preflop,1,19.92,16.7,93.68,0,0.58125,0.456035,CALL
preflop,1,62.23,0.0,52.04,0,0.49375,0.0,CHECK
preflop,3,40.46,0.0,76.51,0,0.4375,0.0,CHECK
turn,2,55.17,33.38,80.01,0,0.06875,0.376962,FOLD
river,4,38.12,24.32,39.6,0,0.0,0.389494,FOLD
river,4,2.35,0.0,56.18,0,0.85625,0.0,BET
preflop,4,24.53,0.0,129.46,0,0.11875,0.0,CHECK
turn,3,29.19,15.65,149.21,0,0.275,0.349019,FOLD
flop,4,42.22,0.0,141.72,0,0.1375,0.0,CHECK
river,2,6.04,5.4,118.18,0,0.3625,0.472028,FOLD
preflop,4,29.42,0.0,122.84,0,0.19375,0.0,CHECK
turn,4,35.04,0.0,103.27,0,0.08125,0.0,CHECK
flop,3,42.86,0.0,146.76,0,0.6125,0.0,CHECK
river,3,62.34,0.0,31.23,0,0.125,0.0,CHECK
preflop,2,51.7,0.0,96.95,0,0.30625,0.0,CHECK
river,3,22.29,1.32,72.57,0,0.75625,0.055909,RAISE
flop,3,40.91,17.03,31.4,0,0.525,0.293925,CALL
flop,3,73.29,0.0,111.07,0,0.45625,0.0,CHECK
flop,2,53.91,13.55,115.42,0,0.24375,0.20086,CALL
flop,3,44.59,0.0,82.33,0,0.16875,0.0,CHECK
flop,3,66.26,17.07,32.61,0,0.24375,0.204848,CALL
flop,2,11.38,2.77,147.97,0,0.06875,0.19576,FOLD
flop,4,13.22,11.16,25.04,0,0.16875,0.457752,FOLD
flop,3,56.96,0.0,127.06,0,0.19375,0.0,CHECK
river,4,21.66,17.76,127.16,0,0.8,0.450533,RAISE
preflop,3,67.94,30.74,43.55,0,0.3,0.311512,CALL
river,2,26.45,0.0,78.77,0,0.8125,0.0,BET
flop,2,14.86,14.57,22.49,0,0.09375,0.495073,FOLD
flop,3,66.86,12.85,73.27,0,0.0625,0.161209,FOLD
preflop,1,33.26,9.88,70.14,0,0.475,0.229022,CALL
river,4,68.45,3.08,83.91,0,0.13125,0.043059,CALL
turn,2,2.17,0.0,102.38,0,0.2625,0.0,CHECK
turn,4,78.4,26.8,55.57,0,0.0625,0.254753,FOLD
turn,3,17.91,8.03,78.84,0,0.0375,0.309561,FOLD
flop,1,27.78,5.58,39.98,0,0.14375,0.167266,FOLD
preflop,3,3.93,3.75,86.86,0,0.15,0.488281,FOLD
river,1,56.67,0.0,140.65,0,0.35,0.0,CHECK
turn,2,54.34,2.38,117.64,0,0.0875,0.041961,CALL
river,3,62.43,4.25,103.92,0,0.275,0.063737,CALL
turn,3,5.15,1.82,54.37,0,0.2125,0.261119,FOLD
preflop,4,65.27,17.11,82.25,0,0.14375,0.207696,FOLD
flop,2,31.5,0.0,22.15,0,0.14375,0.0,CHECK
river,4,53.05,11.4,67.1,0,0.7,0.176881,RAISE
river,1,7.0,0.0,30.41,0,0.53125,0.0,CHECK
river,1,22.37,0.0,33.84,0,0.3625,0.0,CHECK
turn,2,75.88,31.89,84.87,0,0.13125,0.295908,FOLD
flop,1,54.58,0.0,33.1,0,0.9,0.0,BET
turn,4,9.72,0.0,48.01,0,0.04375,0.0,CHECK
river,4,23.16,0.0,132.16,0,0.0,0.0,CHECK
river,4,42.83,11.18,65.13,0,0.825,0.206999,RAISE
flop,4,16.66,0.0,37.76,0,0.08125,0.0,CHECK
river,4,62.16,0.0,115.89,0,0.15,0.0,CHECK
flop,3,74.61,22.07,27.77,0,0.11875,0.228279,FOLD
preflop,4,16.81,15.56,40.04,0,0.1875,0.480692,FOLD
turn,1,58.56,7.04,88.4,0,0.25,0.107317,CALL
flop,2,79.49,0.0,59.04,0,0.15625,0.0,CHECK
flop,4,6.22,2.72,93.44,0,0.1125,0.304251,FOLD
flop,3,28.87,26.78,42.0,0,0.20625,0.481222,FOLD
river,3,69.41,0.0,132.76,0,0.06875,0.0,CHECK
flop,2,34.55,15.21,60.61,0,0.16875,0.305667,FOLD
river,2,41.18,25.06,68.61,0,0.025,0.378321,FOLD
river,4,33.05,0.0,127.59,0,0.525,0.0,CHECK
flop,2,69.77,0.0,112.57,0,0.19375,0.0,CHECK
turn,1,10.49,2.45,56.97,0,0.8125,0.189335,RAISE
flop,2,2.12,0.0,101.31,0,0.09375,0.0,CHECK
flop,1,18.24,17.6,135.44,0,0.5375,0.491071,CALL
preflop,1,66.13,23.85,37.25,0,0.6125,0.265059,CALL
river,4,5.96,0.0,137.43,0,0.0,0.0,CHECK
preflop,4,67.97,0.0,65.32,0,0.1875,0.0,CHECK
flop,1,9.06,9.7,137.42,0,0.3125,0.517058,FOLD
flop,2,45.32,12.93,74.24,0,0.1375,0.221974,FOLD
flop,1,21.13,17.0,106.93,0,0.80625,0.445843,RAISE
turn,3,65.01,0.0,111.1,0,0.51875,0.0,CHECK
flop,3,23.09,7.45,95.94,0,0.075,0.243942,FOLD
flop,3,62.01,23.53,120.12,0,0.30625,0.275076,CALL
flop,4,36.01,27.44,122.1,0,0.0625,0.432467,FOLD
flop,1,4.89,0.0,122.41,0,0.48125,0.0,CHECK
river,1,48.26,0.0,35.7,0,0.5375,0.0,CHECK
river,2,16.97,19.9,100.46,0,0.0,0.539734,FOLD
flop,2,9.65,10.14,68.82,0,0.2,0.51238,FOLD
preflop,4,47.2,20.92,39.37,0,0.1625,0.307105,FOLD
preflop,1,25.13,21.2,99.63,0,0.6,0.457587,CALL
flop,1,16.69,2.2,70.79,0,0.1875,0.116464,CALL
turn,4,31.01,0.0,129.92,0,0.8,0.0,BET
turn,4,71.89,26.52,149.23,0,0.0625,0.269485,FOLD
river,3,28.9,0.0,77.92,0,0.0625,0.0,CHECK
preflop,2,22.49,22.6,81.43,0,0.275,0.50122,FOLD
river,3,70.05,24.13,59.14,0,0.0375,0.256212,FOLD
preflop,1,35.13,4.35,22.44,0,0.36875,0.110182,CALL
river,3,56.45,0.0,107.56,0,0.0,0.0,CHECK
flop,1,13.18,0.0,96.77,0,0.7625,0.0,BET
flop,4,17.75,10.7,54.02,0,0.29375,0.376098,FOLD
preflop,3,65.15,26.9,101.27,0,0.2625,0.292232,FOLD
preflop,3,77.62,0.0,102.61,0,0.175,0.0,CHECK
flop,1,42.74,0.0,39.21,0,0.9125,0.0,BET
turn,1,72.24,0.0,67.25,0,0.5125,0.0,CHECK
river,1,55.87,8.77,91.85,0,0.1,0.135675,FOLD
turn,1,33.25,11.32,30.69,0,0.3,0.253982,CALL
flop,1,58.05,0.0,139.6,0,0.56875,0.0,CHECK
river,4,72.84,32.91,145.74,0,0.84375,0.311206,RAISE
preflop,1,16.74,0.0,43.81,0,0.46875,0.0,CHECK
turn,3,13.99,0.0,127.99,0,0.0125,0.0,CHECK
river,4,39.16,15.1,118.34,0,0.075,0.27829,FOLD
flop,2,63.32,2.06,74.11,0,0.15,0.031508,CALL
turn,1,25.47,14.75,22.84,0,0.1875,0.366733,FOLD
flop,1,14.58,8.48,76.95,0,0.61875,0.367736,CALL
flop,4,22.11,0.0,66.18,0,0.15,0.0,CHECK
turn,3,51.1,0.0,117.92,0,0.06875,0.0,CHECK
river,3,71.24,14.46,45.65,0,0.00625,0.168728,FOLD
preflop,3,54.02,20.26,38.2,0,0.33125,0.272752,CALL
flop,3,73.89,0.0,130.8,0,0.1875,0.0,CHECK
preflop,1,64.39,14.63,50.27,0,0.40625,0.185143,CALL
turn,1,78.42,10.34,43.75,0,0.4,0.116494,CALL
flop,3,46.32,0.0,130.02,0,0.0875,0.0,CHECK
flop,3,28.65,20.81,22.06,0,0.51875,0.420744,CALL
preflop,1,17.29,8.52,133.09,0,0.45,0.330105,CALL
river,4,43.53,0.0,70.94,0,0.00625,0.0,CHECK
preflop,1,9.94,0.0,26.79,0,0.5625,0.0,CHECK
river,2,38.62,10.54,146.14,0,0.85,0.214402,RAISE
flop,2,24.66,0.0,96.14,0,0.49375,0.0,CHECK
preflop,3,63.59,0.0,26.92,0,0.34375,0.0,CHECK
flop,3,36.67,0.0,95.92,0,0.16875,0.0,CHECK
turn,4,53.02,33.33,132.51,0,0.48125,0.385987,CALL
flop,4,6.97,0.0,81.72,0,0.2,0.0,CHECK
river,4,23.48,0.0,38.55,0,0.0875,0.0,CHECK
river,2,21.72,12.31,29.52,0,0.15,0.36174,FOLD
river,1,32.47,0.0,26.81,0,0.1875,0.0,CHECK
preflop,3,52.7,0.0,28.75,0,0.19375,0.0,CHECK
river,2,52.08,0.0,114.29,0,0.0,0.0,CHECK
turn,4,77.48,0.0,132.12,0,0.0125,0.0,CHECK
preflop,1,33.89,0.0,139.81,0,0.4125,0.0,CHECK
flop,2,22.98,0.0,117.28,0,0.2,0.0,CHECK
preflop,1,6.76,0.56,95.72,0,0.56875,0.076503,CALL
preflop,1,77.63,23.89,50.36,0,0.625,0.235323,CALL
river,2,73.97,17.47,123.42,0,0.0,0.191054,FOLD
flop,3,67.3,16.22,98.19,0,0.33125,0.194205,CALL
preflop,4,53.06,15.74,82.72,0,0.15,0.228779,FOLD
flop,1,47.77,17.04,110.18,0,0.78125,0.262922,RAISE
flop,3,77.37,0.0,147.02,0,0.39375,0.0,CHECK
flop,1,51.11,0.0,102.31,0,0.8,0.0,BET
turn,1,71.93,0.0,143.05,0,0.7875,0.0,BET
flop,1,59.99,17.5,133.67,0,0.2875,0.225836,CALL
flop,1,59.57,8.0,59.63,0,0.65,0.118396,RAISE
preflop,2,10.63,0.0,37.38,0,0.29375,0.0,CHECK
turn,4,17.48,17.08,111.15,0,0.3,0.494213,FOLD
flop,4,23.85,12.62,52.79,0,0.09375,0.346038,FOLD
turn,3,36.98,31.92,28.8,0,0.10625,0.46328,FOLD
preflop,2,75.48,0.0,37.29,0,0.34375,0.0,CHECK
flop,1,40.68,28.64,42.89,0,0.35625,0.413156,FOLD
river,4,14.05,0.0,109.97,0,0.2875,0.0,CHECK
preflop,3,74.76,25.04,29.93,0,0.65625,0.250902,RAISE
flop,1,30.27,5.11,34.32,0,0.53125,0.144432,CALL
turn,2,6.68,5.04,42.57,0,0.59375,0.430034,CALL
preflop,3,14.7,0.0,47.55,0,0.35625,0.0,CHECK
turn,2,70.98,23.07,119.95,0,0.44375,0.245295,CALL
turn,1,30.35,0.0,73.17,0,0.2,0.0,CHECK
river,2,56.78,10.1,24.98,0,0.55625,0.151017,CALL
river,1,45.75,7.35,113.95,0,0.29375,0.138418,CALL
flop,4,34.01,0.0,90.52,0,0.08125,0.0,CHECK
turn,2,41.59,0.0,105.63,0,0.3125,0.0,CHECK
river,1,4.0,0.0,120.1,0,0.34375,0.0,CHECK
preflop,1,18.4,0.0,135.66,0,0.4,0.0,CHECK
flop,4,41.99,0.0,45.1,0,0.1375,0.0,CHECK
flop,1,2.75,2.51,47.79,0,0.25,0.477186,FOLD
turn,1,38.65,14.82,59.13,0,0.275,0.277165,CALL
turn,2,60.74,33.82,73.73,0,0.6875,0.357657,RAISE
preflop,4,16.66,0.0,41.35,0,0.075,0.0,CHECK
preflop,1,6.14,0.0,54.6,0,0.60625,0.0,CHECK
preflop,4,47.49,9.04,34.22,0,0.2125,0.159915,CALL
turn,3,70.42,31.52,78.41,0,0.3,0.309201,CALL
flop,1,5.89,0.0,134.23,0,0.35625,0.0,CHECK
flop,3,41.3,12.84,66.05,0,0.4875,0.237163,CALL
river,2,25.47,0.0,148.59,0,0.025,0.0,CHECK
river,4,30.65,0.0,70.16,0,0.0,0.0,CHECK
river,3,12.09,0.0,144.18,0,0.025,0.0,CHECK
river,4,65.48,7.13,95.67,0,1.0,0.098196,RAISE
flop,1,43.69,0.0,87.31,0,0.81875,0.0,BET
turn,1,74.64,0.0,121.64,0,0.21875,0.0,CHECK
river,4,53.29,3.14,141.99,0,0.875,0.055644,RAISE
river,3,66.52,0.0,56.28,0,0.0375,0.0,CHECK
river,1,79.91,10.71,94.24,0,0.89375,0.118186,RAISE
turn,1,16.37,8.93,61.25,0,0.76875,0.352964,RAISE
flop,1,49.5,18.12,121.51,0,0.85625,0.267968,RAISE
turn,2,37.02,0.0,94.01,0,0.05625,0.0,CHECK
flop,3,48.14,34.8,25.88,0,0.09375,0.41958,FOLD
river,3,14.92,0.0,83.26,0,0.2375,0.0,CHECK
flop,3,23.54,14.73,121.02,0,0.4125,0.384897,CALL
preflop,4,43.38,30.79,129.29,0,0.2125,0.415127,FOLD
river,4,22.33,0.0,83.12,0,0.6625,0.0,BET
turn,4,5.3,0.0,23.15,0,0.04375,0.0,CHECK
preflop,4,58.75,26.81,112.9,0,0.125,0.313347,FOLD
flop,3,76.84,0.0,79.98,0,0.15,0.0,CHECK
preflop,2,42.9,0.84,74.12,0,0.275,0.019204,CALL
river,4,18.33,0.0,50.14,0,0.85,0.0,BET
preflop,3,58.82,0.0,92.77,0,0.1625,0.0,CHECK
river,4,67.06,0.0,77.64,0,0.0,0.0,CHECK
turn,1,61.8,8.0,68.69,0,0.3375,0.114613,CALL
flop,3,19.02,0.0,139.85,0,0.26875,0.0,CHECK
flop,4,35.22,0.0,95.07,0,0.15625,0.0,CHECK
preflop,1,32.23,0.0,141.58,0,0.49375,0.0,CHECK
turn,2,33.06,4.17,124.81,0,0.175,0.112006,CALL
preflop,1,71.35,9.21,63.87,0,0.40625,0.114325,CALL
preflop,4,33.26,0.0,117.08,0,0.18125,0.0,CHECK
river,3,44.23,19.74,64.58,0,0.05,0.308582,FOLD
turn,2,79.39,6.66,40.69,0,0.9375,0.077397,RAISE
river,2,46.41,3.64,68.14,0,0.1375,0.072727,CALL
flop,3,33.16,22.21,77.21,0,0.1375,0.40112,FOLD
preflop,3,14.05,2.6,98.97,0,0.35625,0.156156,CALL
turn,3,53.81,0.0,32.85,0,0.24375,0.0,CHECK
preflop,2,48.67,0.0,21.25,0,0.2125,0.0,CHECK
preflop,2,17.1,0.0,50.13,0,0.1875,0.0,CHECK
turn,2,18.27,6.82,68.55,0,0.0375,0.271821,FOLD
river,4,21.13,19.46,53.89,0,0.1125,0.479428,FOLD
turn,1,46.77,22.93,44.82,0,0.675,0.328981,RAISE
river,3,74.42,7.46,41.23,0,0.9,0.091109,RAISE
flop,1,29.67,29.36,76.44,0,0.40625,0.497374,FOLD
flop,4,50.77,9.65,61.74,0,0.125,0.159715,FOLD
turn,2,19.59,0.0,32.32,0,0.6875,0.0,BET
turn,1,60.11,18.25,63.86,0,0.53125,0.232899,CALL
turn,2,56.11,6.25,40.64,0,0.5,0.100225,CALL
flop,4,11.63,13.21,39.74,0,0.13125,0.531804,FOLD
flop,1,69.48,0.0,114.13,0,0.2625,0.0,CHECK
turn,1,51.18,0.0,58.0,0,0.50625,0.0,CHECK
preflop,1,10.7,11.71,111.03,0,0.39375,0.522535,FOLD
turn,1,68.89,15.64,92.32,0,0.61875,0.185023,CALL
flop,1,76.35,0.0,92.79,0,0.65,0.0,BET
preflop,3,8.95,6.38,143.37,0,0.25625,0.416177,FOLD
river,3,9.56,2.2,68.64,0,0.0,0.187075,FOLD
river,3,73.13,24.73,87.82,0,0.0,0.252708,FOLD
flop,3,55.13,0.0,47.88,0,0.39375,0.0,CHECK
flop,4,5.26,1.25,109.63,0,0.0625,0.192012,FOLD
preflop,2,58.54,0.0,21.85,0,0.43125,0.0,CHECK
turn,1,65.47,4.63,49.19,0,0.4625,0.066049,CALL
preflop,4,30.36,0.0,71.85,0,0.2125,0.0,CHECK
flop,2,13.75,0.0,51.94,0,0.8625,0.0,BET
river,4,9.57,0.0,134.43,0,0.0,0.0,CHECK
river,2,56.64,0.0,149.5,0,0.00625,0.0,CHECK
preflop,3,7.07,2.39,31.36,0,0.175,0.252643,FOLD
preflop,3,13.22,15.44,111.0,0,0.31875,0.53873,FOLD
flop,3,40.98,11.31,149.88,0,0.4875,0.216294,CALL
flop,4,49.33,15.51,130.71,0,0.1125,0.239204,FOLD
preflop,2,72.34,27.47,94.4,0,0.475,0.275223,CALL
flop,2,42.83,9.06,68.88,0,0.5125,0.1746,CALL
turn,3,27.27,1.77,86.52,0,0.4,0.06095,CALL
river,3,32.23,14.16,86.33,0,0.78125,0.305238,RAISE
river,4,17.96,0.0,70.37,0,0.025,0.0,CHECK
flop,4,31.75,6.0,26.96,0,0.14375,0.15894,CALL
flop,1,76.84,24.99,113.45,0,0.21875,0.245409,FOLD
turn,3,52.35,19.1,108.44,0,0.15625,0.26732,FOLD
turn,4,13.26,0.0,143.51,0,0.125,0.0,CHECK
river,1,31.64,26.69,31.29,0,0.65,0.457569,RAISE
preflop,4,10.55,0.0,128.86,0,0.25,0.0,CHECK
river,2,11.44,0.0,94.15,0,0.0875,0.0,CHECK
river,2,54.03,5.52,118.87,0,0.10625,0.092695,CALL
preflop,3,38.23,32.14,59.45,0,0.25,0.456729,FOLD
turn,2,55.59,0.0,90.56,0,0.33125,0.0,CHECK
flop,4,36.1,0.0,38.16,0,0.075,0.0,CHECK
turn,1,21.2,0.0,51.46,0,0.80625,0.0,BET
flop,2,19.0,0.0,55.64,0,0.49375,0.0,CHECK
flop,3,37.34,0.0,131.61,0,0.2125,0.0,CHECK
flop,2,20.87,9.51,121.81,0,0.35625,0.313035,CALL
flop,1,26.53,0.0,22.09,0,0.425,0.0,CHECK
flop,1,79.38,0.0,112.44,0,0.25,0.0,CHECK
preflop,2,17.17,8.9,127.37,0,0.33125,0.341389,CALL
river,3,10.31,0.0,49.07,0,0.45625,0.0,CHECK
flop,1,8.42,1.94,75.71,0,0.38125,0.187259,CALL
flop,2,56.2,12.88,86.15,0,0.95,0.18645,RAISE
river,4,53.35,0.0,112.19,0,0.48125,0.0,CHECK
river,4,77.2,10.51,149.58,0,0.0,0.119827,FOLD
preflop,3,62.81,32.43,70.57,0,0.26875,0.340508,FOLD
flop,4,54.1,0.0,30.82,0,0.16875,0.0,CHECK
turn,1,79.04,22.88,74.02,0,0.35625,0.22449,CALL
turn,2,74.65,29.88,67.13,0,0.69375,0.285851,RAISE
turn,2,16.44,13.97,33.5,0,0.35625,0.459388,FOLD
river,2,12.33,0.0,149.76,0,0.36875,0.0,CHECK
preflop,1,62.95,26.32,88.16,0,0.33125,0.294836,CALL
river,2,72.1,0.0,51.76,0,0.73125,0.0,BET
flop,1,46.08,0.0,73.4,0,0.275,0.0,CHECK
flop,3,2.01,2.29,117.93,0,0.1125,0.532558,FOLD
flop,1,13.99,0.0,49.8,0,0.45,0.0,CHECK
turn,2,64.32,0.0,26.6,0,0.325,0.0,CHECK
preflop,4,76.34,0.0,121.87,0,0.1375,0.0,CHECK
turn,2,33.6,8.64,39.41,0,0.71875,0.204545,RAISE
flop,4,58.02,0.0,104.21,0,0.225,0.0,CHECK
turn,3,16.95,14.97,106.93,0,0.1,0.468985,FOLD
river,1,57.48,16.59,134.22,0,0.9875,0.223977,RAISE
preflop,3,58.88,21.06,144.85,0,0.2875,0.263448,CALL
preflop,1,66.71,27.34,63.87,0,0.425,0.290696,CALL
river,3,60.47,0.0,51.47,0,0.0,0.0,CHECK
preflop,2,43.75,0.0,69.93,0,0.2375,0.0,CHECK
flop,2,53.27,1.1,126.44,0,0.28125,0.020232,CALL
preflop,2,47.83,29.82,55.35,0,0.23125,0.384031,FOLD
preflop,1,58.94,0.0,56.37,0,0.5625,0.0,CHECK
river,4,2.83,3.1,41.36,0,0.0,0.522766,FOLD
preflop,4,43.67,31.72,116.32,0,0.15,0.420745,FOLD
flop,4,69.15,31.56,87.38,0,0.375,0.313375,CALL
preflop,2,11.9,12.23,123.79,0,0.1875,0.506838,FOLD
river,4,49.61,19.2,131.41,0,0.56875,0.279029,CALL
river,2,12.95,9.7,44.14,0,0.43125,0.428256,CALL
flop,4,62.29,0.0,54.02,0,0.25,0.0,CHECK
flop,3,76.31,0.0,132.35,0,0.4375,0.0,CHECK
turn,3,78.69,10.15,102.18,0,0.1125,0.11425,CALL
river,3,68.39,13.72,96.24,0,0.15625,0.167093,CALL
flop,3,3.89,0.0,81.32,0,0.21875,0.0,CHECK
preflop,2,15.46,10.73,99.93,0,0.15625,0.409698,FOLD
flop,2,36.33,0.0,63.04,0,0.3,0.0,CHECK
river,2,3.35,1.33,70.42,0,0.18125,0.284188,FOLD
turn,2,6.17,5.65,31.6,0,0.45625,0.478003,FOLD
river,3,31.3,0.0,127.02,0,0.34375,0.0,CHECK
turn,2,48.73,0.0,113.45,0,0.25,0.0,CHECK
river,1,45.29,28.01,86.84,0,0.4875,0.382128,CALL
flop,2,64.48,0.0,111.53,0,0.1125,0.0,CHECK
preflop,1,60.9,2.24,96.51,0,0.4125,0.035477,CALL
preflop,1,13.58,15.55,83.05,0,0.70625,0.533814,RAISE
turn,2,72.0,0.0,77.78,0,0.48125,0.0,CHECK
turn,3,63.73,15.11,137.5,0,0.1375,0.191654,FOLD
river,4,31.93,0.0,54.43,0,0.0,0.0,CHECK
preflop,2,79.9,0.0,136.49,0,0.3,0.0,CHECK
turn,2,56.62,20.28,91.06,0,0.28125,0.263719,CALL
preflop,1,39.01,0.0,114.67,0,0.4625,0.0,CHECK
river,1,46.55,11.14,61.46,0,0.8625,0.193101,RAISE
flop,1,8.17,0.0,147.85,0,0.15625,0.0,CHECK
turn,4,69.58,16.41,65.55,0,0.7625,0.190836,RAISE
turn,2,65.93,12.7,21.64,0,0.39375,0.161516,CALL
preflop,2,65.92,24.25,81.76,0,0.3375,0.268936,CALL
river,2,22.89,22.93,104.33,0,0.0,0.500436,FOLD
river,1,2.87,0.0,58.41,0,0.8625,0.0,BET
river,4,22.96,0.0,137.65,0,0.0,0.0,CHECK
turn,3,64.62,0.0,67.19,0,0.0875,0.0,CHECK
river,3,9.17,4.73,37.91,0,0.0375,0.340288,FOLD
flop,2,41.24,21.58,135.37,0,0.64375,0.343521,CALL
preflop,2,5.42,5.36,97.17,0,0.45,0.497217,FOLD
preflop,1,38.53,0.0,146.21,0,0.45,0.0,CHECK
river,2,18.07,0.0,127.2,0,0.85625,0.0,BET
preflop,1,2.82,2.69,110.95,0,0.4375,0.488203,FOLD
preflop,2,75.14,15.28,85.84,0,0.325,0.168989,CALL
preflop,2,46.48,0.0,95.54,0,0.38125,0.0,CHECK
flop,4,41.81,0.0,39.69,0,0.45,0.0,CHECK
preflop,1,16.11,0.0,144.47,0,0.725,0.0,BET
flop,2,64.69,0.0,144.99,0,0.725,0.0,BET
preflop,4,40.85,4.89,133.86,0,0.23125,0.106909,CALL
turn,1,50.37,0.0,39.61,0,0.3625,0.0,CHECK
flop,2,12.1,0.0,37.51,0,0.26875,0.0,CHECK
preflop,2,76.05,0.0,109.64,0,0.38125,0.0,CHECK
preflop,3,16.46,0.0,38.54,0,0.10625,0.0,CHECK
river,2,13.08,0.0,67.89,0,0.85,0.0,BET
river,2,65.47,2.67,140.58,0,0.775,0.039184,RAISE
turn,2,28.83,33.45,65.79,0,0.3875,0.537091,FOLD
flop,4,9.78,11.2,147.46,0,0.2,0.533842,FOLD
flop,2,7.2,4.83,55.3,0,0.325,0.401496,FOLD
turn,3,27.74,0.0,94.04,0,0.1125,0.0,CHECK
river,2,36.15,0.0,119.4,0,0.0,0.0,CHECK
turn,1,2.09,0.0,92.96,0,0.46875,0.0,CHECK
turn,1,56.19,25.31,43.3,0,0.35,0.310552,CALL
preflop,2,13.4,0.0,62.66,0,0.3,0.0,CHECK
flop,1,13.57,9.44,126.98,0,0.39375,0.410256,CALL
turn,2,26.18,0.0,54.47,0,0.65,0.0,BET
preflop,3,16.13,14.26,118.01,0,0.4125,0.469233,FOLD
flop,2,73.0,19.69,53.58,0,0.60625,0.212429,CALL
flop,2,63.51,5.62,85.75,0,0.7375,0.081296,RAISE
flop,2,48.66,31.46,34.22,0,0.2375,0.392661,FOLD
flop,3,49.88,0.0,85.97,0,0.525,0.0,CHECK
preflop,2,5.28,2.34,106.43,0,0.26875,0.307087,FOLD
river,1,57.48,30.51,90.65,0,0.73125,0.346744,RAISE
river,2,3.33,0.66,41.2,0,0.1,0.165414,FOLD
flop,3,65.15,0.0,135.22,0,0.05,0.0,CHECK
preflop,1,16.81,16.06,46.15,0,0.50625,0.488591,CALL
flop,3,53.54,0.0,107.82,0,0.16875,0.0,CHECK
river,1,45.15,11.09,108.36,0,0.8,0.197191,RAISE
turn,2,76.97,0.0,72.03,0,0.3,0.0,CHECK
preflop,1,73.07,13.87,32.62,0,0.59375,0.159535,CALL
flop,3,49.68,0.0,82.1,0,0.34375,0.0,CHECK
river,4,11.96,0.0,31.88,0,0.8,0.0,BET
river,3,38.79,22.53,66.36,0,0.1,0.367417,FOLD
turn,3,66.52,0.0,61.08,0,0.01875,0.0,CHECK
